time,section,Whisky,Elderberry,Vodka,Almdudler,Wine,Lemon Soda,rainbowX,rainbowY
31835,Queer,0.05,0.4,0.3,0.3,0.0,0.01,400.0,590.19336
402904,Y,0.2,0.0,0.1,0.8,0.0,0.01,240.0,528.06366
535446,Butch,0.5,0.0,0.0,0.6,0.0,0.01,80.0,580.74164
592408,Butch,0.5,0.0,0.0,0.6,0.0,0.01,80.0,515.45416
