time,section,Whisky,Elderberry,Vodka,Almdudler,Wine,Lemon Soda,rainbowX,rainbowY
11420,Femme,0.0,0.48837626,0.08049637,0.0,0.6414103,0.009999871,705.0,538.8273
74117,Queer,0.05,0.4,0.3,0.3,0.0,0.01,400.0,565.8312
130467,X,0.0,0.7,0.2,0.0,0.5,0.01,560.0,572.2926
191665,X,0.0,0.64711016,0.15647215,0.0,0.5708605,0.009999931,614.0,549.816
