time,section,Whisky,Elderberry,Vodka,Almdudler,Wine,Lemon Soda,rainbowX,rainbowY
196967,Queer,0.0,11.185075,19.671984,33.23065,0.0,46.45829,340.0,511.08124
387045,Queer,0.0,20.63919,30.278778,0.0,0.0,69.832306,404.0,532.36584
706718,Queer,0.0,11.185075,19.671984,33.23065,0.0,46.45829,340.0,579.2993
1002652,Y,20.0,0.0,0.0,80.0,0.0,0.0,240.0,553.4342
1189652,Y,21.27422,0.0,0.0,78.54914,0.0,0.0,221.0,587.7208
