time,section,Whisky,Elderberry,Vodka,Almdudler,Wine,Lemon Soda,rainbowX,rainbowY
199860,Femme,0.0,0.3,0.0,0.0,0.7,0.01,720.0,536.0383
270472,Queer,0.05,0.4,0.15,0.3,0.0,0.01,400.0,593.6277
