time,section,Whisky,Elderberry,Vodka,Almdudler,Wine,Lemon Soda,rainbowX,rainbowY
13324,Butch,20.0,0.0,0.0,0.0,0.0,40.0,80.0,566.04095
26936,Butch,20.0,0.0,0.0,0.0,0.0,40.0,80.0,523.1807
64988,Butch,20.0,0.0,0.0,0.0,0.0,40.0,80.0,592.5461
335677,Butch,20.0,0.0,0.0,0.0,0.0,40.0,80.0,559.4069
