time,section,Whisky,Elderberry,Vodka,Almdudler,Wine,Lemon Soda,rainbowX,rainbowY
76974,Femme,0.0,0.3,0.0,0.0,0.7,0.01,720.0,587.30023
347323,Queer,0.05,0.4,0.3,0.3,0.0,0.01,400.0,591.9345
465677,X,0.0,0.7,0.2,0.0,0.5,0.01,560.0,525.48474
554405,Queer,0.05,0.4,0.3,0.3,0.0,0.01,400.0,533.3706
